observation_id,mdd_id,verbatim_taxon_name,taxon_match_method,reference_id,locator,method_id,call_phase,call_variant,variant_label,signal_direction,recording_condition,habitat_class,country,locality,date_or_season,n_individuals,n_calls,parameter,statistic,value,value_min,value_max,unit,dispersion_type,dispersion_value,harmonic,verbatim_value,quality_flag,notes
mst-29a1ed70dcfdb6,1004713,Rhinolophus mehelyi,exact,salsamendi-2012,supplied worksheet record BAT01112 (europe),salsamendi-2012-unstated,search,,,,free_flying_wild,,ES,,,,,cf_frequency,species_summary,106.8,,,kHz,,,,106.8 105-111,definition_unstated,Imported from MASTER_call_records.csv record BAT01112; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | Sympatric mean 106.8; allopatric range 105-111 kHz.
mst-f47dafdbf12724,1004682,Rhinolophus euryale,exact,salsamendi-2012,supplied worksheet record BAT01111 (europe),salsamendi-2012-unstated,search,,,,free_flying_wild,,ES,,,,,cf_frequency,species_summary,105.1,,,kHz,,,,105.1 101-109,definition_unstated,Imported from MASTER_call_records.csv record BAT01111; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | Sympatric mean 105.1; allopatric range 101-109 kHz.
