observation_id,mdd_id,verbatim_taxon_name,taxon_match_method,reference_id,locator,method_id,call_phase,call_variant,variant_label,signal_direction,recording_condition,habitat_class,country,locality,date_or_season,n_individuals,n_calls,parameter,statistic,value,value_min,value_max,unit,dispersion_type,dispersion_value,verbatim_value,quality_flag,notes
orozco-lugo-2013-underwoodi-search,1005189,Eumops underwoodi,exact,orozco-lugo-2013,"Results, Eumops underwoodi paragraph; Table 1, EUM",orozco-lugo-2013-search,search,,,,free_flying_wild,,Mexico,"Sierra de Huautla, Morelos",,,,peak_frequency,mean,16,,,kHz,,,"FMAXAM promedio de 16 kHz",ok,"Manually transcribed from the cached source HTML. The authors analysed one sequence of six pulses and define FMAXAM as frequency of maximum amplitude."
orozco-lugo-2013-underwoodi-search,1005189,Eumops underwoodi,exact,orozco-lugo-2013,"Results, Eumops underwoodi paragraph; Table 1, EUM",orozco-lugo-2013-search,search,,,,free_flying_wild,,Mexico,"Sierra de Huautla, Morelos",,,,duration,approximate,20,,,ms,,,"componente de FC de larga duracion (20 ms)",definition_unstated,"Manually transcribed from the cached source HTML. This is the reported duration of the long CF component, not necessarily the entire pulse."
