observation_id,mdd_id,verbatim_taxon_name,taxon_match_method,reference_id,locator,method_id,call_phase,call_variant,variant_label,signal_direction,recording_condition,habitat_class,country,locality,date_or_season,n_individuals,n_calls,parameter,statistic,value,value_min,value_max,unit,dispersion_type,dispersion_value,harmonic,verbatim_value,quality_flag,notes
mst-10f496b40cb35d,1005511,Eptesicus anatolicus,manual,holderied-2005,supplied worksheet record BAT01163 (europe),holderied-2005-videogrammetry,search,,,,free_flying_wild,,GR | also Iran,,,,,peak_frequency,species_summary,28,,,kHz,,,,28,definition_unstated,"Imported from MASTER_call_records.csv record BAT01163; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | Recorded in Greece (von Helversen 1998) and Iran (Benda et al. 2012). FM followed by QCF, typical aerial hawker."
mst-2aabd794e90677,1005513,Eptesicus bottae,synonym_via_mdd,holderied-2005,supplied worksheet record BAT01164 (europe),holderied-2005-videogrammetry,search,,,,free_flying_wild,,EU,,,,,peak_frequency,species_summary,32.5,,,kHz,,,,32.5,definition_unstated,Imported from MASTER_call_records.csv record BAT01164; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | Holderied et al. 2005.
